0, 0.5267578125, 0.5078125
1, 0.529296875, 0.4796875
2, 0.7119140625, 0.6234375
3, 0.635546875, 0.55234375
4, 0.740234375, 0.66484375
5, 0.6388671875, 0.51796875
6, 0.7404296875, 0.75
7, 0.755859375, 0.5859375
8, 0.778515625, 0.64921875
9, 0.6482421875, 0.63046875
10, 0.7869140625, 0.73359375
11, 0.7837890625, 0.79765625
12, 0.732421875, 0.759375
13, 0.8201171875, 0.78671875
14, 0.7998046875, 0.796875
15, 0.8298828125, 0.77890625
16, 0.8236328125, 0.7859375
17, 0.787109375, 0.6578125
18, 0.808984375, 0.79140625
19, 0.837890625, 0.79453125
20, 0.7984375, 0.71171875
21, 0.8193359375, 0.82421875
22, 0.819140625, 0.75703125
23, 0.7990234375, 0.73203125
24, 0.8265625, 0.7640625
25, 0.801953125, 0.7375
26, 0.80625, 0.7015625
27, 0.8384765625, 0.79296875
28, 0.8482421875, 0.825
29, 0.8458984375, 0.78984375

0, 0.5091796875, 0.39140625
1, 0.6349609375, 0.66796875
2, 0.7228515625, 0.72578125
3, 0.6556640625, 0.57109375
4, 0.7576171875, 0.75703125
5, 0.7181640625, 0.68125
6, 0.7658203125, 0.759375
7, 0.7439453125, 0.6609375
8, 0.7951171875, 0.71328125
9, 0.7634765625, 0.7421875
10, 0.8119140625, 0.76328125
11, 0.81484375, 0.759375
12, 0.8013671875, 0.73203125
13, 0.8189453125, 0.73359375
14, 0.832421875, 0.8171875
15, 0.8169921875, 0.80390625
16, 0.8267578125, 0.73046875
17, 0.80078125, 0.7671875
18, 0.791796875, 0.734375
19, 0.8001953125, 0.8015625
20, 0.825390625, 0.734375
21, 0.82265625, 0.734375
22, 0.8375, 0.76796875
23, 0.8478515625, 0.82265625
24, 0.8482421875, 0.7984375
25, 0.84375, 0.81484375
26, 0.783203125, 0.74453125
27, 0.841796875, 0.83828125
28, 0.7900390625, 0.7296875
29, 0.8390625, 0.7609375

